file_path,label,case_id
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\original\T1.java,original,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\01\T01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\02\T01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\03\Nomor1_2451041557A22145B3701B0184109CAB013.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\04\T01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\05\T01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\06\T01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\07\Main.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\08\T01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\09\t01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\10\Main.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\11\T01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\12\T01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\13\No1.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\14\Soal1.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\non-plagiarized\15\T01.java,non-plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L1\01\L1.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L1\02\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L1\03\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L1\04\T1.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L1\05\HelloWorld.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L1\06\HelloWorld.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L1\07\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L1\08\Kasus1L1.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L1\09\Level1.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L2\01\L2.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L2\02\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L2\03\WelcomeToJava.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L2\04\hellow.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L2\05\PrintJava.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L3\01\L3.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L3\02\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L3\03\HelloWorld.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L3\04\hellow.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L3\05\Kasus1L3.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L3\06\Level3.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L4\01\L4.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L4\02\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L4\03\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L4\04\HelloWorld.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L4\05\hellow.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L4\06\Level4.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L5\01\L5.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L5\02\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L5\03\WelcomeToJava.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L5\04\hellow.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L5\05\PrintJava.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L6\01\L6.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L6\02\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L6\03\Main.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L6\04\WelcomeToJava.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L6\05\HelloWorld.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L6\06\hellow.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L6\07\PrintJava.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L6\08\Kasus1L6.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-01\plagiarized\L6\09\Level6.java,plagiarized,case-01
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\original\T2.java,original,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\01\T02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\02\T02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\03\Nomor2_2451041557A22145B3701B0184109CAB013.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\04\T02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\05\T02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\06\T02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\07\Main.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\08\T02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\09\t02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\10\Main.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\11\T02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\12\T02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\13\No2.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\14\Soal2.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\non-plagiarized\15\T02.java,non-plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L1\01\L1.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L1\02\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L1\03\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L1\04\Kasus2.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L1\05\inputoutput.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L1\06\inputoutput.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L1\07\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L1\08\Kasus2L1.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L1\09\Level1.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L2\01\L2.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L2\02\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L2\03\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L2\04\Kasus2.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L2\05\inputoutput.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L2\06\inout.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L2\07\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L2\08\Kasus2L2.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L2\09\Level2.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L3\01\L3.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L3\02\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L3\03\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L3\04\Kasus2.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L3\05\inputoutput.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L3\06\inout.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L3\07\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L3\08\Kasus2L3.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L3\09\Level3.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L4\01\L4.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L4\02\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L4\03\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L4\04\Kasus2.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L4\05\inputoutput.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L4\06\inout.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L4\07\Main.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L4\08\Kasus2L4.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L4\09\Level4.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L5\01\L5.java,plagiarized,case-02
C:/Users/adria/OneDrive - Instituto Tecnologico y de Estudios Superiores de Monterrey/AppAvanzadas/IR-Plag-Dataset/IR-Plag-Dataset\case-02\plagiarized\L5\02\Main.java,plagiarized,case-02
